,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
29,wally,desperately,needed,reliable,car,knew,take,new,loan,learned,better,manage,finances,wally,decided,create,personal,budget,pulling,together,financial,records,recorded,regular,sources,income,cash,inflows,notebook,jotted,monthly,cash,outflows,broke,fixed,expenses,including,rent,insurance,payments,variable,spending,including,groceries,utility,bills,discretionary,spending,including,entertainment,recreation,wally,discovered,outflows,exceeded,inflows,realized,needed,reduce,discretionary,spending,find,way,generate,income,soon,cancelled,membership,gym,got,second,job,today,wally,proud,owner,new,car,based,passage,wally,immediately,realized,spending,made,decided,borrowing,money,reduced,discretionary,spending,noted,regular,sources,income,recorded,fixed,expenses,categories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,hired,dutch,find,shorter,route,india,english,explorer,henry,hudson,sailed,west,ended,new,york,bay,spurred,reports,potential,lucrative,fur,trade,dutch,west,india,company,sent,settlers,establish,colony,named,new,amsterdam,manhattan,new,york,soon,dutch,founded,nearby,communities,present-day,brooklyn,queens,staten,island,bronx,built,fort,protect,colony,conflicts,english,native,americans,opposed,expansion,british,warships,appeared,new,amsterdam,peter,stuyvesant,governor,colony,persuaded,petition,leading,citizens,surrender,peacefully,colony,renamed,new,york,duke,york,brother,british,king,dutch,influence,lingers,today,based,passage,immediately,creating,settlement,manhattan,dutch,sailed,new,york,bay,petitioned,duke,york,attacked,british,warships,established,additional,communities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,traveling,helpful,limit,oneself,single,piece,luggage,successful,strategy,important,learn,pack,efficiently,begin,laying,everything,plan,take,bed,roll,item,clothing,neat,cylinder,maximize,space,minimize,wrinkles,stuff,socks,underwear,shoes,place,around,edges,suitcase,next,place,rolls,heavier,clothes,pants,jackets,bag,follow,rolls,lighter-weight,items,shirts,tops,form,second,layer,fill,small,spaces,belts,chargers,little,accessories,placing,travel-size,toiletries,air-tight,bag,set,top,finally,secure,internal,straps,keep,items,shifting,travel,according,author,immediately,packing,shoes,suitcase,fill,spaces,small,accessories,roll,items,clothing,cylinders,form,second,layer,shirts,tops,place,rolls,heavier,clothes,bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,natural,ecosystems,find,plants,perfectly,adapted,existing,soil,conditions,creating,backyard,vegetable,garden,however,soil,probably,need,help,begin,testing,nutrient,levels,soil,soil,test,kit,determine,soil,amendments,needed,removing,existing,weeds,unwanted,plant,material,loosen,soil,digging,several,inches,turning,soil,shovel,renting,rototiller,make,step,much,easier,fourth,step,add,compost,nutrients,soil,determined,soil,test,mix,amendments,top,inches,soil,next,create,smooth,uniform,surface,raking,soil,removing,sticks,rocks,debris,sounds,like,lot,work,remember,healthy,plants,grow,healthy,soil,according,passage,adding,soil,amendments,loosen,soil,rake,surface,soil,remove,weeds,soil,test,nutrient,levels,existing,soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,one,day,poet,vachel,lindsay,eating,dinner,hotel,washington,bus,boy,slipped,three,poems,plate,lindsay,impressed,poems,shared,audience,reading,later,evening,next,day,newspapers,across,country,reported,lindsay,discovery,bus,boy,poet,bus,boy,langston,hughes,went,publish,first,collection,poetry,weary,blues,attracted,considerable,attention,innovative,use,musical,rhythm,inclusion,blues,lyrics,focus,strength,determination,black,people,america,years,following,encounter,lindsay,hughes,became,one,leading,writers,harlem,renaissance,cultural,movement,african-american,art,music,literature,flourished,passage,suggests,poet,vachel,lindsay,published,hughes,first,poems,helped,hughes,become,widely,recognized,taught,hughes,fuse,musical,rhythms,verse,recognized,hughes,leading,poet,harlem,renaissance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,beginning,twentieth,century,automobiles,considered,luxury,items,rich,changed,industrialist,henry,ford,introduced,model,purchase,price,model,practical,reliable,means,transportation,average,worker,could,afford,ford,revolutionized,industry,adopting,moving,assembly,line,decreased,production,time,dramatically,thus,lowering,price,model,even,sales,skyrocketed,horsepower,engine,yielded,top,speed,miles,per,hour,several,models,available,built,engine,frame,however,market,share,model,began,decline,could,compete,automakers,offering,bigger,powerful,luxurious,cars,production,halted,passage,suggests,model,status,symbol,wealthy,first,car,mass,produced,available,several,engine,sizes,powerful,previous,cars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,noh,drama,developed,form,theater,fourteenth-century,japan,incorporated,buddhist,teachings,continues,virtually,form,today,performance,combines,acting,singing,music,dance,tell,story,usually,taken,traditional,literature,tone,serious,content,usually,tragic,stage,square,wooden,platform,undecorated,except,single,pine,tree,painted,onto,backdrop,generally,two,actors,supporting,actor,opens,drama,describing,scene,principal,actor,wears,mask,reenacts,tale,using,highly,stylized,movements,chorus,seated,edge,stage,sings,lines,accompaniment,flute,drums,noh,program,lasts,day,includes,several,works,interspersed,brief,one-act,plays,provide,comic,relief,passage,suggests,noh,drama,follows,rigid,traditional,rules,longer,performed,japan,involves,large,cast,performers,characterized,realism,humor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,according,nasa,new,generation,highly,technical,farmers,precision,farmers,relies,satellites,aircraft,manage,crops,means,wheat,farmer,might,use,global,positioning,system,gps,monitor,tractor,pinpoint,exact,location,field,early,days,family,farm,farmers,used,practical,experience,manage,crops,used,knowledge,weather,variables,schedule,irrigation,example,since,farms,spread,thousands,acres,farmers,need,satellite-based,remote,sensing,monitor,wide,range,variables,affect,crops,soil,moisture,surface,temperature,pest,infestations,precision,farming,reduces,costs,targeting,use,fertilizer,seeds,water,pesticides,precisely,needed,author,likely,mentions,early,days,family,farm,criticize,family,farm,inefficient,wasteful,recommend,modern,farmers,return,simpler,ways,past,explain,earlier,farm,management,strategies,longer,adequate,suggest,precision,farming,techniques,would,benefitted,family,farm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,aromatherapy,skin,care,products,sometimes,marketed,claims,use,improve,personal,well-being,strengthening,body,self-defense,mechanisms,reversing,signs,aging,according,food,drug,administration,fda,perfumes,traditionally,considered,cosmetics,cosmetics,used,cleansing,beautifying,promoting,attractiveness,altering,appearance,hand,product,intended,use,diagnosis,mitigation,treatment,prevention,disease,intended,affect,structure,function,body,considered,drug,requiring,fda,premarket,approval,products,meet,definitions,cosmetic,drug,example,antidandruff,shampoo,cosmetic,since,cleanses,hair,also,drug,since,treats,dandruff,companies,sometimes,violate,law,marketing,cosmetic,drug,vice,versa,according,passage,following,products,would,considered,cosmetic,drug,fda,guidelines,fade-resistant,conditioning,hair,color,anti-aging,night,cream,glycolic,acid,roman,chamomile,essential,oil,sedative,cavity,protection,toothpaste,whitener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,federal,trade,commission,ftc,cooling-off,rule,intended,protect,consumers,bit,confusing,works,according,ftc,cooling-off,rule,gives,three,days,cancel,purchase,applies,purchases,made,home,workplace,purchases,made,facilities,rented,seller—such,convention,centers,fairgrounds—or,product,parties,given,private,homes,cooling-off,rule,apply,sales,made,seller,usual,place,business,also,exempt,cooling-off,rule,sales,motor,vehicles,temporary,locations,provided,seller,least,one,permanent,place,business,several,exemptions,exist,cases,rule,apply,seller,must,provide,proper,cancellation,forms,along,sales,contract,receipt,according,passage,cooling-off,rule,could,apply,following,purchases,necklace,purchased,neighbor,product,party,magazine,subscription,purchased,office,annual,fitness,membership,purchased,gym,pellet,stove,purchased,stove,fireplace,store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,sportsunited,international,sports,programming,initiative,designed,help,start,dialogue,grassroots,level,non-elite,young,athletes,programs,aid,youth,discovering,success,athletics,translated,development,life,skills,achievement,classroom,foreign,participants,given,opportunity,establish,links,sports,professionals,exposure,american,life,culture,exchange,americans,learn,foreign,cultures,challenges,young,people,countries,face,today,example,selected,foreign,athletes,brought,technical,sports,training,sports,management,training,conflict,resolution,training,visitors,encouraged,apply,newly-learned,skills,conducting,youth,clinics,countries,following,passage,suggest,outcome,sportsunited,program,visitors,adopt,american,beliefs,customs,visitors,continue,involvement,sportsunited,initiatives,visitors,promote,youth,sports,programs,countries,visitors,create,professional,sports,teams,countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,following,excerpt,alice,wonderland,lewis,carroll,alice,beginning,get,tired,sitting,sister,bank,nothing,twice,peeped,book,sister,reading,pictures,conversations,use,book,thought,alice,without,pictures,conversation,considering,mind,well,could,hot,day,made,feel,sleepy,stupid,whether,pleasure,making,daisy-chain,would,worth,trouble,getting,picking,daisies,suddenly,white,rabbit,pink,eyes,ran,close,alice,reference,book,without,pictures,conversation,suggests,alice,old,enough,know,read,bored,book,sister,reading,getting,sleepy,enjoy,reading,book,wishing,sister,chosen,easier,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,according,centers,disease,control,prevention,cdc,family,reunion,opportunity,reconnect,honor,relatives,fun,also,ideal,time,learn,share,family,health,history,family,health,history,written,graphic,record,diseases,health,conditions,present,family,heart,disease,stroke,diabetes,cancer,high,blood,pressure,useful,family,health,history,includes,three,generations,biological,relatives,indicates,age,diagnosed,health,problem,deceased,family,members,age,cause,death,also,important,record,family,members,share,genes,often,environment,lifestyles,habits,change,genes,change,behaviors,affect,health,smoking,inactivity,poor,eating,habits,following,likely,reason,cdc,chose,family,reunions,ideal,setting,start,family,health,history,healthy,meals,based,family,recipes,served,outdoor,activities,appropriate,ages,offered,many,genetically,related,family,members,present,cultural,traditions,passed,younger,generations,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,cecilia,david,high,school,seniors,cecilia,hopes,career,linguistics,david,wants,spanish-english,translator,despite,similar,goals,two,students,arrived,point,academic,lives,different,paths,cecilia,spoke,spanish,home,never,studied,formally,year,due,success,oral,spanish,placement,exam,junior,year,cecilia,placed,advanced,spanish,class,david,cecilia,spanish,class,monolingual,english,speaker,received,formal,spanish,instruction,classroom,setting,every,year,since,elementary,school,cecilia,heritage,speaker,spanish,david,foreign-language,student,exhibit,similar,overall,proficiencies,spanish,cecilia,strengths,lie,speaking,listening,david,excels,reading,writing,passage,suggests,cecilia,oral,spanish,skills,indicators,spanish,literacy,skills,cecilia,preparation,advanced,spanish,class,superior,david,david,spanish,proficiency,would,strengthened,home-based,instruction,david,strength,spanish,direct,result,success,english,language,arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,every,community,includes,people,possess,knowledge,skills,preserved,passed,generations,according,smithsonian,center,folklife,cultural,heritage,bearers,tradition,living,links,chain,history,bearer,tradition,could,eight-year-old,knows,traditional,jump,rope,songs,eighty-year-old,playing,dominoes,park,fifty,years,everyone,something,share,traditions,need,ask,right,questions,information,materials,organized,presented,many,ways,memory,quilt,recipe,book,newsletter,audio-visual,interview,name,gathering,recording,folklore,traditions,powerful,way,connect,past,present,passage,implies,people,ages,bearers,tradition,documenting,local,history,takes,lot,work,research,must,limited,standardized,questions,professional,historian,document,local,history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,united,nations,known,peacekeeping,efforts,nevertheless,camps,operations,also,known,negative,impact,local,environments,imagine,thousands,peacekeeping,personnel,descending,struggling,community,contrary,intended,mission,peacekeeping,personnel,may,instill,resentment,community,ill-equipped,share,limited,resources,fuel,water,energy,furthermore,host,community,often,unprepared,manage,waste,generated,camps,counteract,negative,impact,operations,green,training,workshops,developed,ensure,forthcoming,missions,sustainable,passage,implies,peacekeeping,missions,generally,successful,personnel,often,placed,dangerous,situations,countries,work,harder,support,peacekeepers,taking,responsibility,future,environmental,impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,great,wall,china,largest,man-made,structure,world,extends,mountain,ranges,forests,even,sea,wall,originally,built,protect,china,northern,borders,however,despite,massive,size,possibly,wall,never,one,single,continuous,structure,furthermore,centuries,construction,loss,life,workers,enormous,present,day,though,wall,serves,symbol,chinese,dedication,ingenuity,also,serves,popular,tourist,attraction,great,wall,china,recognized,world,heritage,site,conclusion,great,wall,china,drawn,reading,passage,longer,serving,initial,purpose,historic,structure,world,tremendous,size,repelled,invaders,northern,china,caused,deaths,constructed,mountains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,floating,objects,rowboat,lake,aircraft,carrier,ocean,rely,one,principle,ability,float,according,office,naval,research,archimedes,principle,law,buoyancy,states,body,partly,completely,submerged,fluid,buoyed,force,equal,weight,fluid,displaced,body,gravity,acts,weight,floating,object,pulling,downward,however,force,displaced,water,acts,upward,object,floats,density,weight,per,unit,volume,floating,object,displaced,water,equal,stated,though,principle,also,applies,submerged,objects,fish,uses,air,sacs,help,sink,rise,water,good,example,conclusion,archimedes,principle,drawn,passage,principle,applies,objects,certain,size,density,object,important,factor,principle,gravity,factor,object,surface,water,force,gravity,always,greater,force,displaced,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,december,wright,brothers,orville,wilbur,began,era,forever,changed,people,would,travel,orville,wright,controls,brothers,flying,machine,flew,seconds,world,first,human-manned,powered,flight,heavier-than-air,machine,early,experiments,creating,testing,kites,gliders,building,first,wind,tunnel,united,states,brothers,journey,place,history,filled,ingenuity,hard,work,fact,built,plane,wright,flyer,helped,build,engine,powered,day,first,flight,three,additional,successful,flights,followed,wright,brothers,received,patent,historic,invention,passage,suggests,orville,wright,inventive,brother,wright,flyer,first,flight,considered,success,building,wind,tunnel,led,wright,brothers,interest,flight,wright,brothers,deserved,recognition,history,received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,lived,traveled,new,york,city,big,apple,city,get,nickname,well,know,new,york,city,first,referred,big,apple,print,early,writer,new,york,morning,telegraph,wrote,jockeys,everywhere,desired,race,horses,big,apple,reference,popularity,racetracks,around,new,york,city,thought,big,apple,case,referred,either,hefty,prizes,awarded,race,winners,idea,apple,time,special,treat,around,time,jazz,musicians,used,phrase,similar,way,perform,city,represented,big,time,big,apple,new,york,convention,visitors,bureau,adopted,term,help,promote,tourism,nickname,became,widely,known,passage,implies,nickname,big,apple,less,popular,mainly,used,tourists,non-residents,primarily,refers,city,entertainment,district,initially,used,refer,state,new,york,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,distance,anchorage,nome,miles,terrain,two,alaskan,towns,includes,frozen,rivers,mountain,ranges,barren,tundra,however,prevent,teams,dog,sled,drivers,called,mushers,dogs,covering,distance,quickly,possible,compete,annual,iditarod,dog,sled,race,contestants,spend,many,months,training,dogs,gathering,equipment,supplies,necessary,several,weeks,trail,mushers,take,year,train,raise,money,event,others,prepare,working,full,time,started,iditarod,commemorates,journey,taken,mushers,dogs,racing,nome,serum,needed,defeat,diphtheria,outbreak,today,last,great,race,earth,still,rewards,hardy,men,women,finish,race,pride,even,extends,last-place,finisher,given,traditional,red,lantern,award,conclusion,iditarod,dog,sled,race,drawn,passage,best,strategy,finish,either,first,last,place,course,easier,complete,today,race,requires,great,deal,commitment,contestants,primary,purpose,race,transport,diphtheria,vaccine,,,,,,,,,,,,,,,,,,,,
50,gateway,arch,louis,overlooks,mississippi,river,city,famous,landmark,tallest,national,monument,united,states,begun,construction,arch,completed,measures,wide,base,also,measures,tall,highest,point,many,millions,travel,arch,year,chance,look,city,height,tempting,fortunately,tram,system,inside,arch,take,brave,visitors,top,added,thrill,arch,designed,sway,wind,move,inches,mile,per,hour,winds,passage,suggests,gateway,arch,entirely,safe,perfectly,designed,popular,attraction,thrill-seekers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,ailurophile,cat,lover,answer,yes,fact,might,love,cats,enough,know,bones,bodies,people,might,also,aware,like,human,fingerprint,every,cat,nose,pad,unique,ailurophile,also,probably,knows,purring,always,sign,contentment,sometimes,cats,purr,due,distress,pain,addition,cat,hearing,sensitive,humans,dogs,keen,sense,hearing,may,needed,times,cats,sleep,around,hours,day,awake,though,even,domestic,cat,run,speed,approximately,miles,per,hour,passage,implies,cats,interesting,animals,similar,humans,often,distress,pain,better,hunters,dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,albert,einstein,used,equation,show,small,amount,matter,could,release,large,amount,energy,perhaps,man-made,object,came,better,demonstrate,principle,atomic,bomb,though,einstein,pacifist,nevertheless,concerned,rising,power,nazi,germany,convinced,nazis,developing,atomic,bomb,therefore,added,signature,letter,warned,president,roosevelt,advancing,science,germany,letter,urged,roosevelt,administration,begin,research,developing,atomic,bomb,final,stages,world,war,united,states,used,weapon,japan,shortly,death,einstein,said,regretted,adding,name,letter,expressed,important,united,states,developed,weapon,germany,passage,implies,einstein,directly,responsible,ending,world,war,found,belief,pacifism,tested,world,events,knew,start,equation,would,lead,nuclear,weapons,feared,scientists,japan,also,working,atomic,bomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,chrysler,building,new,york,city,completed,one,time,tallest,building,world,empire,state,building,constructed,chrysler,building,contains,bricks,exterior,windows,approximately,rivets,nevertheless,construction,building,lasted,less,two,years,automobile-related,sculptures,including,radiator,caps,car,wheels,hood,ornaments,decorate,exterior,lobby,ceiling,mural,depicts,scenes,chrysler,assembly,line,walter,chrysler,commissioned,building,wanted,tallest,building,world,got,however,pay,architect,full,claiming,architect,involved,suspect,financial,arrangements,building,contractors,chrysler,corporation,moved,offices,chrysler,building,name,never,changed,passage,suggests,chrysler,building,historic,mostly,unoccupied,today,architectural,marvel,many,reasons,second,tallest,building,new,york,city,admired,office,building,world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,seahorse,many,interesting,characteristics,seahorse,teeth,uses,snout,suck,food,mouth,due,body,shape,seahorse,weak,swimmer,easily,exhausted,attempt,resist,constant,movement,sea,fortunately,prehensile,tail,well-suited,grasping,onto,stationary,objects,appearance,distinct,altered,camouflage,ability,camouflage,helps,seahorse,avoid,detection,predators,mating,non-captive,male,female,seahorses,participate,lengthy,courtship,partner,found,remain,monogamous,mate,life,relationship,leads,might,interesting,characteristic,fact,male,stores,eggs,pouch,stomach,gives,birth,babies,passage,implies,seahorse,delicate,survive,captivity,monogamous,sea,creature,anchor,resist,ocean,currents,would,good,addition,aquarium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,nature,lovers,must,disheartening,approximately,four,billion,trees,cut,every,year,throughout,world,make,paper,use,paper,increasing,spite,email,internet,however,trees,saved,recycling,one,ton,paper,producing,new,aluminum,recycled,one,takes,days,start,finish,addition,limit,number,times,aluminum,recycled,using,recycled,material,make,new,plastic,takes,third,energy,would,needed,make,plastic,typical,raw,materials,glass,bottle,take,approximately,four,thousand,years,decompose,fortunately,glass,bottle,recycled,rather,made,raw,materials,less,water,pollution,less,air,pollution,produced,passage,suggests,recycling,important,ignore,properly,disposing,trash,easy,natural,resources,depleted,newspapers,longer,printed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
